rank_main,rank_child,lemma,pos,rnc_ipm,detcorpus_ipm,freq_sum,all_rki_abs,r,dp,det_rki_ipm,native_ipm,bilingual_ipm,inA1,inA2,dp_factor,zipf_rki,formula_mean_zipf,formula1,rufola_123_ipm,native_abs,bilingual_abs,cefr,comment_main,comment_child,kelly
6628,4869,зеленеть,VERB,4.5,9,106,2,31,0.82,9.48,93.61,32.43,0,0,18,3.98,4,13,8,85,18,C1,низкочастотно (ТОП-7000),частотно (ТОП-5000),NO
6629,5308,отсылать,VERB,4.5,7,4,2,15,0.96,9.48,2.2,0,0,0,4,3.98,4,12,0,2,0,NO,низкочастотно (ТОП-7000),низкочастотно (ТОП-6000),NO
6630,4107,замолкать,VERB,4.5,17,10,1,23,0.69,4.74,6.61,5.41,0,0,31,3.68,4,14,0,6,3,NO,низкочастотно (ТОП-7000),частотно (ТОП-5000),NO
6631,4793,одуванчик,NOUN,4.5,16,100,1,23,0.82,4.74,90.31,30.63,0,0,18,3.68,4,13,0,82,17,B2,низкочастотно (ТОП-7000),частотно (ТОП-5000),NO
6632,4704,вскрикивать,VERB,4.5,46,11,1,31,0.81,4.74,7.71,3.6,0,0,19,3.68,4,13,8,7,2,C1,низкочастотно (ТОП-7000),частотно (ТОП-5000),NO
6633,5407,поутру,ADVERB,4.5,3,14,1,23,0.85,4.74,12.11,3.6,0,0,15,3.68,3,12,0,11,2,NO,низкочастотно (ТОП-7000),низкочастотно (ТОП-6000),NO
6634,5661,спаться,VERB,4.5,10,7,1,15,0.99,4.74,6.61,0,0,0,1,3.68,3,11,0,6,0,NO,низкочастотно (ТОП-7000),низкочастотно (ТОП-6000),NO
6635,5751,умник,NOUN,4.5,6,3,1,15,0.99,4.74,2.2,0,0,0,1,3.68,3,11,0,2,0,NO,низкочастотно (ТОП-7000),низкочастотно (ТОП-6000),NO
6636,7128,плюшевый,ADJECTIVE,4.5,7,19,0,23,0.69,0,11.01,14.41,0,0,31,0,3,7,8,10,8,NO,низкочастотно (ТОП-7000),низкочастотно (ТОП-8000),NO
6637,6947,ускорять,VERB,4.5,14,18,0,15,0.69,0,1.1,30.63,0,0,31,0,3,7,0,1,17,B2,низкочастотно (ТОП-7000),низкочастотно (ТОП-7000),B2
6638,6815,бабуля,NOUN,4.5,18,15,0,15,0.69,0,6.61,16.22,0,0,31,0,4,7,0,6,9,NO,низкочастотно (ТОП-7000),низкочастотно (ТОП-7000),NO
6639,7018,неинтересно,ADVERB,4.5,12,8,0,23,0.68,0,1.1,10.81,0,0,32,0,4,7,8,1,6,B2,низкочастотно (ТОП-7000),низкочастотно (ТОП-8000),NO
6640,7730,деревушка,NOUN,4.5,5,23,0,15,0.7,0,17.62,12.61,0,0,30,0,3,6,0,16,7,NO,низкочастотно (ТОП-7000),низкочастотно (ТОП-8000),NO
6641,7554,лизать,VERB,4.5,8,16,0,15,0.69,0,5.51,19.82,0,0,31,0,3,6,0,5,11,C1,низкочастотно (ТОП-7000),низкочастотно (ТОП-8000),NO
6642,7731,портной,NOUN,4.5,5,14,0,15,0.69,0,7.71,12.61,0,0,31,0,3,6,0,7,7,C1,низкочастотно (ТОП-7000),низкочастотно (ТОП-8000),NO
6643,7510,царапать,VERB,4.5,9,13,0,15,0.69,0,8.81,9.01,0,0,31,0,3,6,0,8,5,C1,низкочастотно (ТОП-7000),низкочастотно (ТОП-8000),NO
6644,7793,стрелец,NOUN,4.5,4,7,0,15,0.69,0,1.1,10.81,0,0,31,0,3,6,0,1,6,NO,низкочастотно (ТОП-7000),низкочастотно (ТОП-8000),NO
6645,8164,безделье,NOUN,4.5,5,22,0,15,0.77,0,18.72,9.01,0,0,23,0,3,5,0,17,5,NO,низкочастотно (ТОП-7000),низкочастотно (ТОП-9000),NO
6646,8822,разъезд,NOUN,4.5,8,11,0,8,1,0,12.11,0,0,0,0,0,3,3,0,11,0,NO,низкочастотно (ТОП-7000),низкочастотно (ТОП-9000),NO
6647,8913,чутко,ADVERB,4.5,5,8,0,8,1,0,8.81,0,0,0,0,0,3,3,0,8,0,B2,низкочастотно (ТОП-7000),низкочастотно (ТОП-9000),NO
6648,8802,клякса,NOUN,4.5,9,7,0,8,1,0,7.71,0,0,0,0,0,3,3,0,7,0,NO,низкочастотно (ТОП-7000),низкочастотно (ТОП-9000),NO
6649,9168,лелеять,VERB,4.5,1,11,0,8,1,0,12.11,0,0,0,0,0,2,2,0,11,0,NO,низкочастотно (ТОП-7000),низкочастотно (ТОП-10000),NO
6650,1308,футболка,NOUN,4.4,18,33,22,69,0.61,104.27,1.1,14.41,0,0,39,5.02,4,18,16,1,8,B2,низкочастотно (ТОП-7000),очень частотно (ТОП-2000),A2
6651,1896,скороговорка,NOUN,4.4,11,301,22,46,0.68,104.27,146.48,263.06,0,0,32,5.02,4,17,0,133,146,C1,низкочастотно (ТОП-7000),очень частотно (ТОП-2000),NO
6652,2615,ракушка,NOUN,4.4,11,38,22,38,0.72,104.27,8.81,14.41,0,0,28,5.02,4,16,0,8,8,C1,низкочастотно (ТОП-7000),частотно (ТОП-3000),NO
6653,1342,покататься,VERB,4.4,12,37,13,54,0.61,61.61,5.51,23.42,0,0,39,4.79,4,18,48,5,13,B2,низкочастотно (ТОП-7000),очень частотно (ТОП-2000),NO
6654,4558,каспийский,ADJECTIVE,4.4,3,17,9,31,0.81,42.65,5.51,5.41,0,0,19,4.63,4,14,0,5,3,NO,низкочастотно (ТОП-7000),частотно (ТОП-5000),NO
6655,1968,стюардесса,NOUN,4.4,3,26,7,31,0.69,33.18,0,12.61,0,0,31,4.52,4,17,96,0,7,B2,низкочастотно (ТОП-7000),очень частотно (ТОП-2000),B1
6656,1947,эскалатор,NOUN,4.4,5,24,7,38,0.62,33.18,8.81,12.61,0,0,38,4.52,4,17,16,8,7,B2,низкочастотно (ТОП-7000),очень частотно (ТОП-2000),A1
6657,1876,червяк,NOUN,4.4,13,42,6,38,0.56,28.44,22.03,28.83,0,0,44,4.45,4,17,0,20,16,C1,низкочастотно (ТОП-7000),очень частотно (ТОП-2000),NO
6658,5440,паром,NOUN,4.4,2,7,6,15,0.98,28.44,1.1,0,0,0,2,4.45,4,12,0,1,0,NO,низкочастотно (ТОП-7000),низкочастотно (ТОП-6000),NO
6659,2657,гиря,NOUN,4.4,8,18,5,38,0.62,23.7,5.51,14.41,0,0,38,4.37,4,16,0,5,8,NO,низкочастотно (ТОП-7000),частотно (ТОП-3000),NO
6660,2757,любимая,NOUN,4.4,3,32,4,38,0.61,18.96,12.11,25.23,0,0,39,4.28,4,16,24,11,14,NO,низкочастотно (ТОП-7000),частотно (ТОП-3000),NO
6661,3675,яблочный,ADJECTIVE,4.4,5,25,4,46,0.79,18.96,16.52,5.41,0,0,21,4.28,4,15,24,15,3,B1,низкочастотно (ТОП-7000),частотно (ТОП-4000),NO
6662,4355,жаба,NOUN,4.4,8,28,3,23,0.78,14.22,20.93,10.81,0,0,22,4.15,4,14,0,19,6,C1,низкочастотно (ТОП-7000),частотно (ТОП-5000),NO
6663,2562,подсчитывать,VERB,4.4,14,16,2,31,0.62,9.48,7.71,10.81,0,0,38,3.98,4,16,8,7,6,NO,низкочастотно (ТОП-7000),частотно (ТОП-3000),NO
6664,3579,баловаться,VERB,4.4,8,17,2,23,0.65,9.48,9.91,10.81,0,0,35,3.98,4,15,0,9,6,B2,низкочастотно (ТОП-7000),частотно (ТОП-4000),NO
6665,3777,американка,NOUN,4.4,2,3,2,23,0.6,9.48,0,0,0,0,40,3.98,4,15,8,0,0,B1,низкочастотно (ТОП-7000),частотно (ТОП-4000),NO
6666,4415,грибной,ADJECTIVE,4.4,6,41,2,31,0.76,9.48,33.04,16.22,0,0,24,3.98,3,14,0,30,9,NO,низкочастотно (ТОП-7000),частотно (ТОП-5000),NO
6667,5814,справлять,VERB,4.4,4,4,2,15,0.96,9.48,2.2,0,0,0,4,3.98,3,11,0,2,0,NO,низкочастотно (ТОП-7000),низкочастотно (ТОП-6000),NO
6668,5913,парковка,NOUN,4.4,1,2,2,15,0.91,9.48,0,0,0,0,9,3.98,3,11,0,0,0,C1,низкочастотно (ТОП-7000),низкочастотно (ТОП-6000),B1
6669,4416,сорняк,NOUN,4.4,6,22,1,23,0.68,4.74,11.01,19.82,0,0,32,3.68,3,14,0,10,11,C1,низкочастотно (ТОП-7000),частотно (ТОП-5000),NO
6670,4078,запрыгать,VERB,4.4,19,15,1,23,0.68,4.74,9.91,9.01,0,0,32,3.68,4,14,0,9,5,NO,низкочастотно (ТОП-7000),частотно (ТОП-5000),NO
6671,4856,развеваться,VERB,4.4,10,9,1,23,0.77,4.74,6.61,3.6,0,0,23,3.68,3,13,0,6,2,NO,низкочастотно (ТОП-7000),частотно (ТОП-5000),NO
6672,5370,зваться,VERB,4.4,4,23,1,23,0.85,4.74,20.93,5.41,0,0,15,3.68,3,12,0,19,3,NO,низкочастотно (ТОП-7000),низкочастотно (ТОП-6000),NO
6673,5525,умолкать,VERB,4.4,35,5,1,15,0.99,4.74,4.41,0,0,0,1,3.68,4,11,0,4,0,C1,низкочастотно (ТОП-7000),низкочастотно (ТОП-6000),NO
6674,5914,всемирно,ADVERB,4.4,1,5,1,23,0.99,4.74,1.1,0,0,0,1,3.68,4,11,24,1,0,NO,низкочастотно (ТОП-7000),низкочастотно (ТОП-6000),NO
6675,5591,охнуть,VERB,4.4,17,4,1,15,0.99,4.74,3.3,0,0,0,1,3.68,4,11,0,3,0,C1,низкочастотно (ТОП-7000),низкочастотно (ТОП-6000),NO
6676,7114,потушить,VERB,4.4,8,16,0,23,0.69,0,8.81,12.61,0,0,31,0,4,7,8,8,7,B2,низкочастотно (ТОП-7000),низкочастотно (ТОП-8000),NO
6677,6396,набивать,VERB,4.4,45,14,0,15,0.69,0,9.91,9.01,0,0,31,0,4,7,0,9,5,NO,низкочастотно (ТОП-7000),низкочастотно (ТОП-7000),C2
6678,7055,отливать,VERB,4.4,11,14,0,15,0.69,0,9.91,9.01,0,0,31,0,3,7,0,9,5,NO,низкочастотно (ТОП-7000),низкочастотно (ТОП-8000),NO
6679,6848,зареветь,VERB,4.4,17,8,0,15,0.69,0,5.51,5.41,0,0,31,0,4,7,0,5,3,NO,низкочастотно (ТОП-7000),низкочастотно (ТОП-7000),NO
6680,7056,перекладина,NOUN,4.4,11,7,0,15,0.69,0,1.1,10.81,0,0,31,0,3,7,0,1,6,NO,низкочастотно (ТОП-7000),низкочастотно (ТОП-8000),C2
6681,7149,браво,INTERJECTION,4.4,6,6,0,15,0.69,0,0,5.41,0,0,31,0,4,7,24,0,3,C1,низкочастотно (ТОП-7000),низкочастотно (ТОП-8000),NO
6682,7555,царевич,NOUN,4.4,8,44,0,15,0.69,0,22.03,43.24,0,0,31,0,3,6,0,20,24,C1,низкочастотно (ТОП-7000),низкочастотно (ТОП-8000),NO
6683,7669,бредить,VERB,4.4,6,15,0,8,0.69,0,0,27.03,0,0,31,0,3,6,0,0,15,B2,низкочастотно (ТОП-7000),низкочастотно (ТОП-8000),NO
6684,7947,родословная,NOUN,4.4,2,15,0,15,0.69,0,5.51,18.02,0,0,31,0,3,6,0,5,10,C1,низкочастотно (ТОП-7000),низкочастотно (ТОП-8000),NO
6685,8072,изумрудный,ADJECTIVE,4.4,17,22,0,15,0.82,0,19.82,7.21,0,0,18,0,4,5,0,18,4,NO,низкочастотно (ТОП-7000),низкочастотно (ТОП-9000),NO
6686,9004,лютик,NOUN,4.4,3,14,0,8,1,0,15.42,0,0,0,0,0,3,3,0,14,0,NO,низкочастотно (ТОП-7000),низкочастотно (ТОП-10000),NO
6687,8914,серп,NOUN,4.4,5,12,0,8,1,0,13.22,0,0,0,0,0,3,3,0,12,0,C1,низкочастотно (ТОП-7000),низкочастотно (ТОП-9000),NO
6688,8915,придорожный,ADJECTIVE,4.4,5,7,0,8,1,0,7.71,0,0,0,0,0,3,3,0,7,0,NO,низкочастотно (ТОП-7000),низкочастотно (ТОП-9000),NO
6689,9126,пермяк,NOUN,4.4,0,7,0,15,0.69,0,2.2,9.01,0,0,31,0,0,3,0,2,5,NO,низкочастотно (ТОП-7000),низкочастотно (ТОП-10000),NO
6690,8754,сгущаться,VERB,4.4,12,5,0,8,1,0,5.51,0,0,0,0,0,3,3,0,5,0,NO,низкочастотно (ТОП-7000),низкочастотно (ТОП-9000),NO
6691,1713,утопать,VERB,4.3,36,74,28,23,0.68,132.7,25.33,41.44,0,0,32,5.12,5,17,0,23,23,B2,низкочастотно (ТОП-7000),очень частотно (ТОП-2000),NO
6692,2677,бусы,NOUN,4.3,7,45,6,38,0.64,28.44,19.82,37.84,0,0,36,4.45,4,16,0,18,21,B2,низкочастотно (ТОП-7000),частотно (ТОП-3000),NO
6693,3676,норка,NOUN,4.3,5,157,3,23,0.68,14.22,105.73,104.5,0,0,32,4.15,4,15,0,96,58,NO,низкочастотно (ТОП-7000),частотно (ТОП-4000),NO
6694,3400,ножик,NOUN,4.3,15,45,3,23,0.69,14.22,17.62,46.85,0,0,31,4.15,4,15,0,16,26,B2,низкочастотно (ТОП-7000),частотно (ТОП-4000),NO
6695,3610,серенький,ADJECTIVE,4.3,7,37,3,23,0.68,14.22,20.93,27.03,0,0,32,4.15,4,15,0,19,15,NO,низкочастотно (ТОП-7000),частотно (ТОП-4000),NO
6696,3722,пластмасса,NOUN,4.3,4,7,3,15,0.68,14.22,0,7.21,0,0,32,4.15,4,15,0,0,4,NO,низкочастотно (ТОП-7000),частотно (ТОП-4000),B2
6697,2728,домашние,NOUN,4.3,4,11,2,38,0.6,9.48,3.3,7.21,0,0,40,3.98,4,16,16,3,4,NO,низкочастотно (ТОП-7000),частотно (ТОП-3000),NO
6698,3401,сучок,NOUN,4.3,15,46,2,23,0.68,9.48,26.43,36.04,0,0,32,3.98,4,15,0,24,20,NO,низкочастотно (ТОП-7000),частотно (ТОП-4000),NO
6699,3450,сбываться,VERB,4.3,13,27,2,31,0.65,9.48,12.11,19.82,0,0,35,3.98,4,15,24,11,11,C1,низкочастотно (ТОП-7000),частотно (ТОП-4000),NO
6700,5315,глушь,NOUN,4.3,6,43,2,23,0.9,9.48,40.75,7.21,0,0,10,3.98,3,12,0,37,4,C1,низкочастотно (ТОП-7000),низкочастотно (ТОП-6000),NO
6701,5815,фольга,NOUN,4.3,4,3,2,15,0.99,9.48,1.1,0,0,0,1,3.98,3,11,0,1,0,C1,низкочастотно (ТОП-7000),низкочастотно (ТОП-6000),NO
6702,5816,вселять,VERB,4.3,4,3,2,15,0.96,9.48,1.1,0,0,0,4,3.98,3,11,0,1,0,C1,низкочастотно (ТОП-7000),низкочастотно (ТОП-6000),NO
6703,3677,зала,NOUN,4.3,5,11,1,31,0.62,4.74,1.1,7.21,0,0,38,3.68,4,15,40,1,4,NO,низкочастотно (ТОП-7000),частотно (ТОП-4000),NO
6704,4385,долбить,VERB,4.3,7,35,1,23,0.68,4.74,25.33,19.82,0,0,32,3.68,3,14,0,23,11,NO,низкочастотно (ТОП-7000),частотно (ТОП-5000),NO
6705,4279,водичка,NOUN,4.3,10,31,1,23,0.68,4.74,18.72,23.42,0,0,32,3.68,3,14,0,17,13,B1,низкочастотно (ТОП-7000),частотно (ТОП-5000),NO
6706,4318,прохладно,ADVERB,4.3,9,20,1,31,0.68,4.74,8.81,18.02,0,1,32,3.68,4,14,8,8,10,A2,низкочастотно (ТОП-7000),частотно (ТОП-5000),NO
6707,4386,сушеный,ADJECTIVE,4.3,7,9,1,23,0.68,4.74,4.41,7.21,0,0,32,3.68,3,14,0,4,4,NO,низкочастотно (ТОП-7000),частотно (ТОП-5000),NO
6708,4912,доблестный,ADJECTIVE,4.3,6,14,1,23,0.78,4.74,11.01,5.41,0,0,22,3.68,3,13,0,10,3,NO,низкочастотно (ТОП-7000),частотно (ТОП-5000),NO
6709,4894,беречься,VERB,4.3,7,11,1,23,0.81,4.74,8.81,3.6,0,0,19,3.68,3,13,0,8,2,C1,низкочастотно (ТОП-7000),частотно (ТОП-5000),NO
6710,5371,молвить,VERB,4.3,4,18,1,23,0.88,4.74,16.52,3.6,0,0,12,3.68,3,12,0,15,2,NO,низкочастотно (ТОП-7000),низкочастотно (ТОП-6000),NO
6711,5629,завоевывать,VERB,4.3,12,5,1,23,0.98,4.74,2.2,0,0,0,2,3.68,4,11,16,2,0,B2,низкочастотно (ТОП-7000),низкочастотно (ТОП-6000),B2
6712,5701,гавань,NOUN,4.3,8,4,1,15,0.98,4.74,3.3,0,0,0,2,3.68,3,11,0,3,0,C1,низкочастотно (ТОП-7000),низкочастотно (ТОП-6000),C2
6713,5915,военно-воздушный,ADJECTIVE,4.3,1,3,1,15,0.99,4.74,0,0,0,0,1,3.68,4,11,16,0,0,C1,низкочастотно (ТОП-7000),низкочастотно (ТОП-6000),NO
6714,5662,невредимый,ADJECTIVE,4.3,10,2,1,15,0.99,4.74,1.1,0,0,0,1,3.68,3,11,0,1,0,NO,низкочастотно (ТОП-7000),низкочастотно (ТОП-6000),NO
6715,5779,приспосабливаться,VERB,4.3,5,2,1,15,0.99,4.74,1.1,0,0,0,1,3.68,3,11,0,1,0,C1,низкочастотно (ТОП-7000),низкочастотно (ТОП-6000),NO
6716,6009,бедолага,NOUN,4.3,3,2,1,15,0.99,4.74,1.1,0,0,0,1,3.68,3,10,0,1,0,NO,низкочастотно (ТОП-7000),низкочастотно (ТОП-7000),NO
6717,6044,баранина,NOUN,4.3,2,2,1,15,0.99,4.74,1.1,0,0,0,1,3.68,3,10,0,1,0,B2,низкочастотно (ТОП-7000),низкочастотно (ТОП-7000),NO
6718,6763,долетать,VERB,4.3,20,21,0,23,0.72,0,15.42,10.81,0,0,28,0,4,7,8,14,6,NO,низкочастотно (ТОП-7000),низкочастотно (ТОП-7000),NO
6719,6948,ремешок,NOUN,4.3,14,10,0,15,0.69,0,3.3,12.61,0,0,31,0,3,7,0,3,7,C1,низкочастотно (ТОП-7000),низкочастотно (ТОП-7000),NO
6720,7198,петься,VERB,4.3,3,10,0,23,0.69,0,5.51,7.21,0,0,31,0,3,7,8,5,4,NO,низкочастотно (ТОП-7000),низкочастотно (ТОП-8000),NO
6721,6849,завизжать,VERB,4.3,17,7,0,15,0.69,0,4.41,5.41,0,0,31,0,4,7,0,4,3,NO,низкочастотно (ТОП-7000),низкочастотно (ТОП-7000),NO
6722,7794,неверно,ADVERB,4.3,4,34,0,15,0.71,0,26.43,18.02,0,0,29,0,3,6,0,24,10,NO,низкочастотно (ТОП-7000),низкочастотно (ТОП-8000),NO
6723,7732,краса,NOUN,4.3,5,26,0,15,0.73,0,20.93,12.61,0,0,27,0,3,6,0,19,7,NO,низкочастотно (ТОП-7000),низкочастотно (ТОП-8000),NO
6724,7458,взвешивать,VERB,4.3,10,12,0,15,0.69,0,6.61,10.81,0,0,31,0,3,6,0,6,6,B2,низкочастотно (ТОП-7000),низкочастотно (ТОП-8000),B1
6725,7670,вторить,VERB,4.3,6,10,0,15,0.7,0,7.71,5.41,0,0,30,0,3,6,0,7,3,NO,низкочастотно (ТОП-7000),низкочастотно (ТОП-8000),NO
6726,7859,сопоставлять,VERB,4.3,3,10,0,15,0.69,0,1.1,16.22,0,0,31,0,3,6,0,1,9,B2,низкочастотно (ТОП-7000),низкочастотно (ТОП-8000),NO
6727,7613,горб,NOUN,4.3,7,8,0,15,0.69,0,5.51,5.41,0,0,31,0,3,6,0,5,3,C1,низкочастотно (ТОП-7000),низкочастотно (ТОП-8000),NO
6728,7511,скамеечка,NOUN,4.3,9,7,0,15,0.69,0,3.3,7.21,0,0,31,0,3,6,0,3,4,NO,низкочастотно (ТОП-7000),низкочастотно (ТОП-8000),NO
6729,7795,альпинист,NOUN,4.3,4,7,0,15,0.69,0,2.2,9.01,0,0,31,0,3,6,0,2,5,B2,низкочастотно (ТОП-7000),низкочастотно (ТОП-8000),B2
6730,8242,уместно,ADVERB,4.3,1,13,0,15,0.77,0,11.01,5.41,0,0,23,0,2,5,0,10,3,C1,низкочастотно (ТОП-7000),низкочастотно (ТОП-9000),NO
6731,8717,дирижировать,VERB,4.3,2,6,0,15,1,0,3.3,0,0,0,0,0,4,4,24,3,0,C1,низкочастотно (ТОП-7000),низкочастотно (ТОП-9000),NO
6732,8420,дяденька,NOUN,4.3,25,5,0,8,1,0,5.51,0,0,0,0,0,4,4,0,5,0,NO,низкочастотно (ТОП-7000),низкочастотно (ТОП-9000),NO
6733,8508,сан,NOUN,4.3,17,3,0,15,1,0,1.1,0,0,0,0,0,4,4,16,1,0,NO,низкочастотно (ТОП-7000),низкочастотно (ТОП-9000),NO
6734,8961,ладья,NOUN,4.3,4,9,0,8,1,0,9.91,0,0,0,0,0,3,3,0,9,0,NO,низкочастотно (ТОП-7000),низкочастотно (ТОП-9000),NO
6735,8867,блоха,NOUN,4.3,6,7,0,8,1,0,7.71,0,0,0,0,0,3,3,0,7,0,C1,низкочастотно (ТОП-7000),низкочастотно (ТОП-9000),NO
6736,9234,синтаксический,ADJECTIVE,4.3,0,22,0,8,1,0,24.23,0,0,0,0,0,0,0,0,22,0,NO,низкочастотно (ТОП-7000),низкочастотно (ТОП-10000),NO
6737,866,рисование,NOUN,4.2,7,69,25,69,0.55,118.48,17.62,45.05,0,0,45,5.07,4,19,24,16,25,C1,низкочастотно (ТОП-7000),очень частотно (ТОП-1000),NO
6738,2758,кабачок,NOUN,4.2,3,36,13,38,0.61,61.61,11.01,23.42,0,0,39,4.79,4,16,0,10,13,C1,низкочастотно (ТОП-7000),частотно (ТОП-3000),NO
6739,2658,петушок,NOUN,4.2,8,77,11,31,0.66,52.13,42.95,48.65,0,0,34,4.72,4,16,0,39,27,NO,низкочастотно (ТОП-7000),частотно (ТОП-3000),NO
6740,3751,долька,NOUN,4.2,3,25,9,31,0.7,42.65,9.91,12.61,0,0,30,4.63,4,15,0,9,7,C1,низкочастотно (ТОП-7000),частотно (ТОП-4000),NO
6741,5372,штанга,NOUN,4.2,4,9,9,8,0.99,42.65,0,0,0,0,1,4.63,4,12,0,0,0,C1,низкочастотно (ТОП-7000),низкочастотно (ТОП-6000),NO
6742,2759,общительный,ADJECTIVE,4.2,3,13,6,31,0.62,28.44,1.1,7.21,0,0,38,4.45,4,16,16,1,4,B2,низкочастотно (ТОП-7000),частотно (ТОП-3000),B1
6743,5046,кондитерский,ADJECTIVE,4.2,2,10,6,23,0.96,28.44,1.1,0,0,0,4,4.45,4,13,24,1,0,B2,низкочастотно (ТОП-7000),низкочастотно (ТОП-6000),NO
6744,6167,партитура,NOUN,4.2,0,6,6,8,0.96,28.44,0,0,0,0,4,4.45,4,9,0,0,0,NO,низкочастотно (ТОП-7000),низкочастотно (ТОП-7000),NO
6745,3649,шубка,NOUN,4.2,6,96,5,31,0.68,23.7,66.08,55.86,0,0,32,4.37,4,15,0,60,31,NO,низкочастотно (ТОП-7000),частотно (ТОП-4000),NO
6746,3555,жужжать,VERB,4.2,9,106,4,38,0.67,18.96,74.89,61.26,0,0,33,4.28,4,15,0,68,34,C1,низкочастотно (ТОП-7000),частотно (ТОП-4000),NO
6747,4248,стог,NOUN,4.2,11,29,4,31,0.83,18.96,23.13,7.21,0,0,17,4.28,4,14,0,21,4,C1,низкочастотно (ТОП-7000),частотно (ТОП-5000),NO
6748,5224,коротышка,NOUN,4.2,16,13,4,15,0.99,18.96,9.91,0,0,0,1,4.28,4,12,0,9,0,NO,низкочастотно (ТОП-7000),низкочастотно (ТОП-6000),NO
6749,3473,подраться,VERB,4.2,12,24,3,31,0.68,14.22,8.81,23.42,0,0,32,4.15,4,15,0,8,13,B2,низкочастотно (ТОП-7000),частотно (ТОП-4000),NO
6750,3530,чертить,VERB,4.2,10,19,3,38,0.67,14.22,9.91,12.61,0,0,33,4.15,4,15,0,9,7,C1,низкочастотно (ТОП-7000),частотно (ТОП-4000),B2
6751,3580,туфелька,NOUN,4.2,8,16,3,31,0.64,14.22,1.1,21.62,0,0,36,4.15,4,15,0,1,12,NO,низкочастотно (ТОП-7000),частотно (ТОП-4000),NO
6752,3809,фортепиано,NOUN,4.2,1,8,3,38,0.64,14.22,1.1,5.41,0,0,36,4.15,4,15,8,1,3,C1,низкочастотно (ТОП-7000),частотно (ТОП-4000),NO
6753,3505,варежка,NOUN,4.2,11,60,2,38,0.66,9.48,36.34,43.24,0,0,34,3.98,4,15,8,33,24,B2,низкочастотно (ТОП-7000),частотно (ТОП-4000),NO
6754,3723,трудолюбивый,ADJECTIVE,4.2,4,31,2,31,0.68,9.48,17.62,21.62,0,0,32,3.98,4,15,8,16,12,B1,низкочастотно (ТОП-7000),частотно (ТОП-4000),B1
6755,4638,партер,NOUN,4.2,1,13,2,31,0.7,9.48,8.81,3.6,0,0,30,3.98,4,14,8,8,2,B2,низкочастотно (ТОП-7000),частотно (ТОП-5000),NO
6756,5441,информатика,NOUN,4.2,2,5,2,23,0.93,9.48,1.1,0,0,0,7,3.98,4,12,16,1,0,NO,низкочастотно (ТОП-7000),низкочастотно (ТОП-6000),B2
6757,3923,налетать,VERB,4.2,36,61,1,23,0.78,4.74,51.76,23.42,0,0,22,3.68,4,14,0,47,13,C1,низкочастотно (ТОП-7000),частотно (ТОП-4000),NO
6758,4516,объехать,VERB,4.2,4,34,1,31,0.68,4.74,23.13,19.82,0,0,32,3.68,4,14,8,21,11,B2,низкочастотно (ТОП-7000),частотно (ТОП-5000),NO
6759,4387,доченька,NOUN,4.2,7,16,1,31,0.68,4.74,6.61,12.61,0,0,32,3.68,4,14,16,6,7,NO,низкочастотно (ТОП-7000),частотно (ТОП-5000),NO
6760,4834,травинка,NOUN,4.2,12,53,1,23,0.76,4.74,44.05,21.62,0,0,24,3.68,4,13,0,40,12,NO,низкочастотно (ТОП-7000),частотно (ТОП-5000),NO
6761,4913,плуг,NOUN,4.2,6,20,1,23,0.74,4.74,15.42,9.01,0,0,26,3.68,3,13,0,14,5,NO,низкочастотно (ТОП-7000),частотно (ТОП-5000),NO
6762,5275,озорной,ADJECTIVE,4.2,9,18,1,23,0.88,4.74,16.52,3.6,0,0,12,3.68,3,12,0,15,2,NO,низкочастотно (ТОП-7000),низкочастотно (ТОП-6000),NO
6763,5408,виноградный,ADJECTIVE,4.2,3,6,1,23,0.84,4.74,4.41,0,0,0,16,3.68,3,12,8,4,0,NO,низкочастотно (ТОП-7000),низкочастотно (ТОП-6000),NO
6764,5526,отодвигать,VERB,4.2,35,3,1,15,0.99,4.74,2.2,0,0,0,1,3.68,4,11,0,2,0,C1,низкочастотно (ТОП-7000),низкочастотно (ТОП-6000),NO
6765,5985,диво,NOUN,4.2,4,14,1,15,0.99,4.74,14.32,0,0,0,1,3.68,3,10,0,13,0,NO,низкочастотно (ТОП-7000),низкочастотно (ТОП-6000),NO
6766,6045,слыть,VERB,4.2,2,2,1,15,0.99,4.74,1.1,0,0,0,1,3.68,3,10,0,1,0,NO,низкочастотно (ТОП-7000),низкочастотно (ТОП-7000),NO
6767,6905,шиворот,NOUN,4.2,15,30,0,15,0.69,0,6.61,43.24,0,0,31,0,3,7,0,6,24,NO,низкочастотно (ТОП-7000),низкочастотно (ТОП-7000),NO
6768,7150,буханка,NOUN,4.2,6,10,0,23,0.69,0,4.41,9.01,0,0,31,0,3,7,8,4,5,B2,низкочастотно (ТОП-7000),низкочастотно (ТОП-8000),B2
6769,6850,русалка,NOUN,4.2,17,7,0,15,0.69,0,1.1,10.81,0,0,31,0,4,7,0,1,6,C1,низкочастотно (ТОП-7000),низкочастотно (ТОП-7000),NO
6770,7459,писк,NOUN,4.2,10,26,0,23,0.77,0,20.93,10.81,0,0,23,0,4,6,8,19,6,C1,низкочастотно (ТОП-7000),низкочастотно (ТОП-8000),NO
