rank_main,rank_child,lemma,pos,rnc_ipm,detcorpus_ipm,freq_sum,all_rki_abs,r,dp,det_rki_ipm,native_ipm,bilingual_ipm,inA1,inA2,dp_factor,zipf_rki,formula_mean_zipf,formula1,rufola_123_ipm,native_abs,bilingual_abs,cefr,comment_main,comment_child,kelly
751,589,ветер,NOUN,140.3,278,789,84,85,0.77,398.1,572.69,281.08,0,1,23,5.6,5,19,231,520,156,A2,очень частотно (ТОП-1000),очень частотно (ТОП-1000),A2
752,1089,служить,VERB,140.3,70,239,40,46,0.73,189.57,156.39,90.09,0,0,27,5.28,5,18,56,142,50,B1,очень частотно (ТОП-1000),очень частотно (ТОП-2000),C1
753,4028,внешний,ADJECTIVE,140.3,22,56,4,31,0.8,18.96,45.15,18.02,0,0,20,4.28,4,14,8,41,10,B2,очень частотно (ТОП-1000),частотно (ТОП-5000),B2
754,1992,парень,NOUN,140.3,313,33,1,31,0.69,4.74,5.51,18.02,0,0,31,3.68,5,16,135,5,10,C1,очень частотно (ТОП-1000),очень частотно (ТОП-2000),A2
755,609,попросить,VERB,140.2,215,376,31,46,0.66,146.92,124.45,356.76,1,1,34,5.17,5,19,271,113,198,A1,очень частотно (ТОП-1000),очень частотно (ТОП-1000),NO
756,3916,зрение,NOUN,140.2,36,69,2,31,0.83,9.48,59.47,18.02,0,0,17,3.98,4,14,24,54,10,B1,очень частотно (ТОП-1000),частотно (ТОП-4000),B1
757,2282,состоять,VERB,139.9,38,429,12,38,0.74,56.87,334.8,192.79,0,0,26,4.75,4,16,48,304,107,B1,очень частотно (ТОП-1000),частотно (ТОП-3000),B2
758,934,огонь,NOUN,139.8,201,222,21,38,0.67,99.53,133.26,131.53,0,0,33,5,5,18,56,121,73,B1,очень частотно (ТОП-1000),очень частотно (ТОП-1000),A2
759,2908,боевой,ADJECTIVE,139.6,65,19,2,31,0.73,9.48,12.11,9.01,0,0,27,3.98,4,15,8,11,5,C1,очень частотно (ТОП-1000),частотно (ТОП-3000),B2
760,3182,понятие,NOUN,139.4,29,41,1,31,0.68,4.74,25.33,23.42,0,0,32,3.68,4,15,32,23,13,B1,очень частотно (ТОП-1000),частотно (ТОП-4000),B2
761,3226,строительство,NOUN,139.4,25,35,1,31,0.7,4.74,6.61,18.02,0,0,30,3.68,5,15,143,6,10,B2,очень частотно (ТОП-1000),частотно (ТОП-4000),B1
762,329,ухо,NOUN,139.3,325,355,62,100,0.61,293.84,179.52,209.01,0,1,39,5.47,5,20,112,163,116,A2,очень частотно (ТОП-1000),очень частотно (ТОП-1000),A1
763,557,нос,NOUN,138.8,362,535,51,92,0.63,241.71,305.07,356.76,0,1,37,5.38,5,19,72,277,198,A2,очень частотно (ТОП-1000),очень частотно (ТОП-1000),A1
764,1050,выступать,VERB,138.8,91,153,9,54,0.64,42.65,68.28,91.89,0,1,36,4.63,5,18,247,62,51,A2,очень частотно (ТОП-1000),очень частотно (ТОП-2000),B1
765,3829,грудь,NOUN,138.8,180,53,1,31,0.79,4.74,40.75,19.82,0,0,21,3.68,5,14,32,37,11,B1,очень частотно (ТОП-1000),частотно (ТОП-4000),B1
766,2834,ставить,VERB,138.7,93,463,4,31,0.8,18.96,399.78,158.56,0,1,20,4.28,5,15,64,363,88,A2,очень частотно (ТОП-1000),частотно (ТОП-3000),A1
767,221,завтра,ADVERB,138.5,285,488,179,85,0.57,848.34,95.81,327.93,1,1,43,5.93,5,21,319,87,182,A1,очень частотно (ТОП-1000),очень частотно (ТОП-1000),A1
768,937,страх,NOUN,138.4,185,112,10,46,0.64,47.39,42.95,91.89,0,0,36,4.68,5,18,96,39,51,B2,очень частотно (ТОП-1000),очень частотно (ТОП-1000),B1
769,4681,возникать,VERB,138.4,109,102,1,31,0.89,4.74,95.81,18.02,0,0,11,3.68,4,13,32,87,10,B2,очень частотно (ТОП-1000),частотно (ТОП-5000),B2
770,3366,услуга,NOUN,138.3,16,18,4,38,0.76,18.96,5.51,7.21,0,0,24,4.28,4,15,40,5,4,B2,очень частотно (ТОП-1000),частотно (ТОП-4000),B2
771,396,когда,APRO,138,134,206,21,54,0.61,99.53,118.94,115.32,1,1,39,5,6,20,104,108,64,A1,очень частотно (ТОП-1000),очень частотно (ТОП-1000),A1
772,1152,рабочий,ADJECTIVE,138,48.1,69,8,54,0.62,37.91,17.62,64.86,0,1,38,4.58,5,18,72,16,36,A2,очень частотно (ТОП-1000),очень частотно (ТОП-2000),B2
773,590,что-нибудь,SPRO,137.6,275,166,31,54,0.64,146.92,64.98,113.51,0,0,36,5.17,5,19,104,59,63,B1,очень частотно (ТОП-1000),очень частотно (ТОП-1000),B1
774,1033,глубокий,ADJECTIVE,137.3,102,179,16,54,0.66,75.83,115.64,91.89,0,1,34,4.88,5,18,56,105,51,A2,очень частотно (ТОП-1000),очень частотно (ТОП-2000),B1
775,2536,содержание,NOUN,137.3,15,253,4,31,0.68,18.96,103.52,268.47,0,0,32,4.28,4,16,48,94,149,B2,очень частотно (ТОП-1000),частотно (ТОП-3000),B1
776,956,радость,NOUN,137.2,159,311,11,46,0.67,52.13,179.52,210.81,0,1,33,4.72,5,18,159,163,117,A2,очень частотно (ТОП-1000),очень частотно (ТОП-1000),B1
777,1454,надеяться,VERB,137.1,147,101,4,46,0.69,18.96,55.07,50.45,0,1,31,4.28,5,17,151,50,28,A2,очень частотно (ТОП-1000),очень частотно (ТОП-2000),B1
778,4748,безопасность,NOUN,137.1,24,11,3,31,0.91,14.22,4.41,0,0,0,9,4.15,4,13,32,4,0,B2,очень частотно (ТОП-1000),частотно (ТОП-5000),B1
779,761,продукт,NOUN,136.7,42,127,22,62,0.6,104.27,12.11,127.93,1,1,40,5.02,5,19,183,11,71,B1,очень частотно (ТОП-1000),очень частотно (ТОП-1000),A2
780,2030,видимо,ADVERB,136.4,133,13,2,31,0.65,9.48,4.41,10.81,0,0,35,3.98,4,16,8,4,6,B2,очень частотно (ТОП-1000),частотно (ТОП-3000),C2
781,2684,комплекс,NOUN,136.3,6,40,4,31,0.65,18.96,1.1,41.44,0,0,35,4.28,4,16,96,1,23,B2,очень частотно (ТОП-1000),частотно (ТОП-3000),B2
782,1483,вспоминать,VERB,135.9,119,166,11,31,0.75,52.13,102.42,73.87,1,1,25,4.72,5,17,167,93,41,A1,очень частотно (ТОП-1000),очень частотно (ТОП-2000),B1
783,242,сад,NOUN,135.8,151,868,138,85,0.61,654.03,408.59,563.96,1,1,39,5.82,5,21,366,371,313,A1,очень частотно (ТОП-1000),очень частотно (ТОП-1000),A2
784,2102,долгий,ADJECTIVE,135.5,84,74,5,31,0.75,23.7,41.85,32.43,0,0,25,4.37,5,16,104,38,18,B1,очень частотно (ТОП-1000),частотно (ТОП-3000),A2
785,2149,одновременно,ADVERB,135.4,64,60,4,38,0.66,18.96,35.24,30.63,0,0,34,4.28,4,16,56,32,17,B2,очень частотно (ТОП-1000),частотно (ТОП-3000),B1
786,665,называться,VERB,135.3,116,1402,74,69,0.68,350.71,938.33,763.96,1,1,32,5.54,5,19,414,852,424,A1,очень частотно (ТОП-1000),очень частотно (ТОП-1000),A1
787,6572,сотрудник,NOUN,135.1,29,16,0,23,0.69,0,1.1,14.41,0,0,31,0,4,7,56,1,8,B2,очень частотно (ТОП-1000),низкочастотно (ТОП-7000),B2
788,244,лето,NOUN,135,150,933,141,92,0.61,668.25,465.86,565.77,1,1,39,5.82,5,21,438,423,314,A1,очень частотно (ТОП-1000),очень частотно (ТОП-1000),A1
789,890,тихо,ADVERB,135,389,348,18,46,0.67,85.31,180.62,223.42,1,1,33,4.93,5,18,335,164,124,A1,очень частотно (ТОП-1000),очень частотно (ТОП-1000),A1
790,954,зато,CONJUNCTION,134.9,161,116,19,69,0.63,90.05,67.18,59.46,0,0,37,4.95,5,18,24,61,33,C1,очень частотно (ТОП-1000),очень частотно (ТОП-1000),C1
791,1564,прямой,ADJECTIVE,134.8,74,197,6,46,0.66,28.44,132.16,120.72,0,0,34,4.45,4,17,32,120,67,B1,очень частотно (ТОП-1000),очень частотно (ТОП-2000),B1
792,113,помогать,VERB,134.5,477,1972,250,85,0.61,1184.83,1017.62,1212.61,1,1,39,6.07,6,22,996,924,673,A1,очень частотно (ТОП-1000),очень частотно (ТОП-1000),A1
793,2170,курс,NOUN,134.5,58,39,3,38,0.7,14.22,8.81,18.02,1,1,30,4.15,5,16,143,8,10,A1,очень частотно (ТОП-1000),частотно (ТОП-3000),A2
794,1528,открытый,ADJECTIVE,134.4,90,83,6,31,0.68,28.44,39.65,37.84,0,0,32,4.45,5,17,159,36,21,A1,очень частотно (ТОП-1000),очень частотно (ТОП-2000),B1
795,1427,почему-то,ADVERB,134.4,197,48,4,38,0.64,18.96,17.62,34.23,0,0,36,4.28,5,17,72,16,19,B2,очень частотно (ТОП-1000),очень частотно (ТОП-2000),NO
796,1502,значить,VERB,134,107,249,8,54,0.68,37.91,133.26,181.98,0,1,32,4.58,5,17,151,121,101,A2,очень частотно (ТОП-1000),очень частотно (ТОП-2000),A1
797,599,рот,NOUN,133.6,245,205,21,85,0.62,99.53,101.32,151.35,1,1,38,5,5,19,64,92,84,A2,очень частотно (ТОП-1000),очень частотно (ТОП-1000),A1
798,3698,технология,NOUN,133.5,4,20,8,31,0.83,37.91,4.41,3.6,0,0,17,4.58,4,15,48,4,2,C1,очень частотно (ТОП-1000),частотно (ТОП-4000),B2
799,2797,где-то,ADVERB,133.5,181,60,3,38,0.76,14.22,46.26,23.42,0,0,24,4.15,5,15,16,42,13,B1,очень частотно (ТОП-1000),частотно (ТОП-3000),B1
800,968,знакомый,ADJECTIVE,133.4,148.61,398,23,62,0.71,109,279.74,185.59,0,1,29,5.04,5,18,143,254,103,A2,очень частотно (ТОП-1000),очень частотно (ТОП-1000),B1
801,1005,недавно,ADVERB,133.3,120,127,11,46,0.65,52.13,33.04,81.08,1,1,35,4.72,5,18,327,30,45,A1,очень частотно (ТОП-1000),очень частотно (ТОП-2000),A2
802,6604,отсутствие,NOUN,132.4,27,11,0,15,0.69,0,3.3,14.41,0,0,31,0,4,7,0,3,8,C1,очень частотно (ТОП-1000),низкочастотно (ТОП-7000),B1
803,123,собака,NOUN,132.2,310,1187,236,100,0.58,1118.48,476.87,812.61,1,1,42,6.05,6,22,534,433,451,A1,очень частотно (ТОП-1000),очень частотно (ТОП-1000),A1
804,585,камень,NOUN,131.9,283,281,20,54,0.65,94.79,135.46,165.77,0,0,35,4.98,5,19,366,123,92,B1,очень частотно (ТОП-1000),очень частотно (ТОП-1000),B2
805,2950,будущее,NOUN,131.4,56,250,3,38,0.76,14.22,191.63,102.7,1,1,24,4.15,5,15,127,174,57,A2,очень частотно (ТОП-1000),частотно (ТОП-3000),A2
806,57,звать,VERB,131.3,268,1263,505,100,0.57,2393.36,210.35,747.75,1,1,43,6.38,6,23,1211,191,415,A1,очень частотно (ТОП-1000),крайне частотно (ТОП-100),B1
807,409,рассказ,NOUN,131.3,119,1704,137,54,0.65,649.29,845.81,1306.31,1,1,35,5.81,5,20,589,768,725,A1,очень частотно (ТОП-1000),очень частотно (ТОП-1000),A2
808,2603,контроль,NOUN,131.2,11,5,4,23,0.58,18.96,0,0,0,0,42,4.28,4,16,8,0,0,B2,очень частотно (ТОП-1000),частотно (ТОП-3000),B1
809,346,река,NOUN,131,238,1163,96,85,0.66,454.98,744.49,634.23,1,1,34,5.66,5,20,311,676,352,A1,очень частотно (ТОП-1000),очень частотно (ТОП-1000),A2
810,363,позвонить,VERB,131,191,210,33,62,0.59,156.4,48.46,129.73,1,1,41,5.19,5,20,486,44,72,A1,очень частотно (ТОП-1000),очень частотно (ТОП-1000),A1
811,2019,хватать,VERB,130.9,161,86,3,38,0.66,14.22,44.05,59.46,0,0,34,4.15,5,16,80,40,33,B1,очень частотно (ТОП-1000),частотно (ТОП-3000),B1
812,4755,сумма,NOUN,130.6,23,26,1,31,0.86,4.74,16.52,5.41,0,0,14,3.68,4,13,56,15,3,B2,очень частотно (ТОП-1000),частотно (ТОП-5000),B1
813,1658,техника,NOUN,130.5,47,45,9,38,0.64,42.65,6.61,36.04,0,0,36,4.63,5,17,80,6,20,A2,очень частотно (ТОП-1000),очень частотно (ТОП-2000),A2
814,2445,исторический,ADJECTIVE,130.4,21,63,12,38,0.79,56.87,18.72,19.82,1,1,21,4.75,5,16,183,17,11,A1,очень частотно (ТОП-1000),частотно (ТОП-3000),B2
815,586,прямо,PART,130.3,281.3,214,27,69,0.63,127.96,110.13,120.72,0,1,37,5.11,5,19,159,100,67,A2,очень частотно (ТОП-1000),очень частотно (ТОП-1000),A2
816,1240,народный,ADJECTIVE,130.3,30,223,23,54,0.64,109,68.28,225.23,1,1,36,5.04,5,18,104,62,125,A1,очень частотно (ТОП-1000),очень частотно (ТОП-2000),B1
817,3834,вновь,ADVERB,130.3,118,34,2,31,0.87,9.48,28.63,7.21,0,0,13,3.98,4,14,16,26,4,C1,очень частотно (ТОП-1000),частотно (ТОП-4000),C2
818,441,здание,NOUN,129.9,82,238,68,69,0.61,322.27,44.05,140.54,1,1,39,5.51,5,20,414,40,78,A1,очень частотно (ТОП-1000),очень частотно (ТОП-1000),B1
819,1108,знаменитый,ADJECTIVE,129.4,64,108,27,46,0.69,127.96,36.34,48.65,0,0,31,5.11,5,18,167,33,27,B1,очень частотно (ТОП-1000),очень частотно (ТОП-2000),B1
820,1451,потерять,VERB,129.2,151,139,5,46,0.67,23.7,59.47,104.5,0,1,33,4.37,5,17,175,54,58,A2,очень частотно (ТОП-1000),очень частотно (ТОП-2000),A2
821,3831,иначе,CONJUNCTION,129.2,138,82,1,23,0.81,4.74,72.69,27.03,0,0,19,3.68,4,14,0,66,15,B2,очень частотно (ТОП-1000),частотно (ТОП-4000),B2
822,4080,необходимость,NOUN,129.1,18,20,1,31,0.68,4.74,7.71,19.82,0,0,32,3.68,4,14,8,7,11,B2,очень частотно (ТОП-1000),частотно (ТОП-5000),B2
823,2237,больший,ADJECTIVE,128.9,44,52,7,46,0.69,33.18,31.94,23.42,0,0,31,4.52,4,16,24,29,13,C1,очень частотно (ТОП-1000),частотно (ТОП-3000),A2
824,3889,иметься,VERB,128.4,45,31,2,38,0.78,9.48,20.93,10.81,0,0,22,3.98,4,14,32,19,6,C1,очень частотно (ТОП-1000),частотно (ТОП-4000),B1
825,1407,вперед,ADVERB,128.1,266,108,8,38,0.66,37.91,67.18,63.06,0,1,34,4.58,5,17,32,61,35,A2,очень частотно (ТОП-1000),очень частотно (ТОП-2000),A2
826,3248,подготовка,NOUN,127.9,23,96,5,38,0.79,23.7,80.4,27.03,0,0,21,4.37,4,15,24,73,15,B1,очень частотно (ТОП-1000),частотно (ТОП-4000),A2
827,232,вчера,ADVERB,127.6,209,515,160,69,0.59,758.29,79.3,410.81,1,1,41,5.88,5,21,438,72,228,A1,очень частотно (ТОП-1000),очень частотно (ТОП-1000),A1
828,376,лист,NOUN,127.6,169,973,153,54,0.66,725.12,606.83,472.07,0,0,34,5.86,5,20,56,551,262,B1,очень частотно (ТОП-1000),очень частотно (ТОП-1000),A2
829,1440,пустой,ADJECTIVE,127.5,172,110,7,38,0.67,33.18,64.98,70.27,0,0,33,4.52,5,17,40,59,39,B1,очень частотно (ТОП-1000),очень частотно (ТОП-2000),B1
830,1323,республика,NOUN,127.4,15,28,14,46,0.6,66.35,1.1,16.22,0,1,40,4.82,4,18,32,1,9,A2,очень частотно (ТОП-1000),очень частотно (ТОП-2000),A1
831,6278,очередной,ADJECTIVE,127.4,74,14,0,23,0.69,0,6.61,10.81,0,0,31,0,4,7,16,6,6,B2,очень частотно (ТОП-1000),низкочастотно (ТОП-7000),B2
832,4709,хозяйство,NOUN,127.2,39,33,1,31,0.84,4.74,22.03,9.01,0,0,16,3.68,4,13,56,20,5,B1,очень частотно (ТОП-1000),частотно (ТОП-5000),B1
833,556,получаться,VERB,127,369,913,44,54,0.68,208.53,640.97,497.3,0,0,32,5.32,5,19,88,582,276,B2,очень частотно (ТОП-1000),очень частотно (ТОП-1000),A2
834,3068,полностью,ADVERB,127,40,58,1,31,0.68,4.74,34.14,43.24,0,0,32,3.68,4,15,16,31,24,B2,очень частотно (ТОП-1000),частотно (ТОП-4000),B2
835,133,учиться,VERB,126.9,201,1373,274,92,0.61,1298.58,547.36,816.22,1,1,39,6.11,6,22,1187,497,453,A1,очень частотно (ТОП-1000),очень частотно (ТОП-1000),A1
836,339,плохо,ADVERB,126.5,265,288,54,77,0.6,255.92,61.67,205.41,1,1,40,5.41,5,20,510,56,114,A1,очень частотно (ТОП-1000),очень частотно (ТОП-1000),A1
837,2092,воля,NOUN,126.4,90,50,5,38,0.75,23.7,37.44,18.02,0,0,25,4.37,4,16,8,34,10,B1,очень частотно (ТОП-1000),частотно (ТОП-3000),B2
838,404,расти,VERB,125.8,124,730,71,77,0.62,336.49,383.26,531.53,0,1,38,5.53,5,20,127,348,295,A2,очень частотно (ТОП-1000),очень частотно (ТОП-1000),A2
839,949,возвращаться,VERB,125.8,169,160,16,46,0.63,75.83,63.88,117.12,0,1,37,4.88,5,18,167,58,65,A2,очень частотно (ТОП-1000),очень частотно (ТОП-1000),B1
840,602,снег,NOUN,125.2,233,1145,98,92,0.72,464.45,807.27,527.93,1,1,28,5.67,5,19,167,733,293,A1,очень частотно (ТОП-1000),очень частотно (ТОП-1000),A1
841,374,деревня,NOUN,125.1,172,466,59,77,0.61,279.62,253.3,263.06,0,1,39,5.45,5,20,247,230,146,A2,очень частотно (ТОП-1000),очень частотно (ТОП-1000),B1
842,8023,мужик,NOUN,124.7,116,30,0,15,1,0,29.74,0,0,0,0,0,4,5,24,27,0,C1,очень частотно (ТОП-1000),низкочастотно (ТОП-9000),C1
843,1637,постоянно,ADVERB,124.6,52,75,13,46,0.66,61.61,33.04,39.64,0,0,34,4.79,5,17,80,30,22,B1,очень частотно (ТОП-1000),очень частотно (ТОП-2000),B1
844,224,зеленый,ADJECTIVE,124.4,245,890,166,100,0.62,786.73,501.1,428.83,1,1,38,5.9,5,21,247,455,238,A1,очень частотно (ТОП-1000),очень частотно (ТОП-1000),A1
845,1887,элемент,NOUN,124.4,11,29,6,31,0.65,28.44,4.41,25.23,0,0,35,4.45,4,17,40,4,14,B2,очень частотно (ТОП-1000),очень частотно (ТОП-2000),B2
846,1434,почувствовать,VERB,124.2,181,61,4,31,0.69,18.96,28.63,32.43,0,0,31,4.28,5,17,104,26,18,B1,очень частотно (ТОП-1000),очень частотно (ТОП-2000),NO
847,8033,обстоятельство,NOUN,124.2,44,125,0,15,0.89,0,122.25,25.23,0,0,11,0,4,5,0,111,14,B2,очень частотно (ТОП-1000),низкочастотно (ТОП-9000),C1
848,670,немец,NOUN,124.1,111,33,9,54,0.48,42.65,7.71,23.42,1,1,52,4.63,5,19,32,7,13,A1,очень частотно (ТОП-1000),очень частотно (ТОП-1000),A1
849,1587,победа,NOUN,124,67,131,13,38,0.78,61.61,69.38,37.84,0,1,22,4.79,5,17,271,63,21,A2,очень частотно (ТОП-1000),очень частотно (ТОП-2000),A1
850,2915,многое,SPRO,124,63,59,2,31,0.77,9.48,39.65,23.42,0,0,23,3.98,4,15,64,36,13,NO,очень частотно (ТОП-1000),частотно (ТОП-3000),B2
