rank,lemma,pos,freq_sum,all_rki_abs,r,dp,all_rki_ipm,native_ipm,bilingual_ipm,rnc_ipm,detcorpus_ipm
8416,проверяться,VERB,28,0,15,0.89,0,27.53,5.41,5.3,2
8444,повадка,NOUN,20,0,15,0.9,0,19.82,3.6,5.3,5
8609,чугун,NOUN,8,0,8,1,0,8.81,0,5.3,19
8720,утрачивать,VERB,6,0,15,1,0,5.51,0,5.3,10
9032,усердно,ADVERB,8,0,8,1,0,8.81,0,5.3,9
1570,ива,NOUN,121,13,38,0.86,61.61,101.32,27.03,5.2,11
1819,бант,NOUN,45,10,38,0.62,47.39,22.03,27.03,5.2,12
1866,осина,NOUN,155,10,23,0.84,47.39,133.26,43.24,5.2,9
1950,стишок,NOUN,71,9,46,0.63,42.65,25.33,70.27,5.2,6
2258,свинка,NOUN,44,7,31,0.6,33.18,18.72,36.04,5.2,7
2467,тренировать,VERB,16,6,38,0.66,28.44,1.1,10.81,5.2,5
2498,сценка,NOUN,42,6,38,0.64,28.44,11.01,46.85,5.2,3
3239,комментатор,NOUN,6,4,15,0.96,18.96,0,0,5.2,1
3257,восхитительный,ADJECTIVE,9,4,15,0.98,18.96,5.51,0,5.2,3
3461,журавль,NOUN,174,3,38,0.67,14.22,115.64,118.92,5.2,7
3492,сосчитать,VERB,56,3,31,0.68,14.22,9.91,79.28,5.2,7
3541,кроватка,NOUN,30,3,23,0.68,14.22,14.32,25.23,5.2,6
3592,пасти,VERB,18,3,23,0.68,14.22,9.91,10.81,5.2,6
3686,моль,NOUN,25,3,38,0.7,14.22,17.62,10.81,5.2,4
4343,вырыть,VERB,13,2,31,0.76,9.48,7.71,5.41,5.2,9
4345,ноша,NOUN,13,2,23,0.68,9.48,6.61,9.01,5.2,6
5168,захлопать,VERB,16,1,23,0.68,4.74,6.61,16.22,5.2,22
5251,клюнуть,VERB,11,1,23,0.68,4.74,4.41,10.81,5.2,10
5268,тина,NOUN,10,1,23,0.68,4.74,5.51,7.21,5.2,14
5308,темно-синий,ADJECTIVE,8,1,23,0.68,4.74,4.41,5.41,5.2,9
5319,красть,VERB,7,1,23,0.7,4.74,4.41,3.6,5.2,10
5516,пятнышко,NOUN,15,1,23,0.79,4.74,12.11,5.41,5.2,14
5675,затевать,VERB,18,1,23,0.88,4.74,16.52,3.6,5.2,27
5781,гряда,NOUN,14,1,15,0.99,4.74,14.32,0,5.2,11
5816,шаль,NOUN,9,1,15,0.99,4.74,8.81,0,5.2,8
5934,покатить,VERB,4,1,15,0.99,4.74,3.3,0,5.2,11
6168,сток,NOUN,3,1,15,0.99,4.74,2.2,0,5.2,1
6373,комод,NOUN,42,0,15,0.69,0,15.42,50.45,5.2,12
6419,записываться,VERB,33,0,23,0.69,0,16.52,30.63,5.2,17
6791,холодок,NOUN,14,0,15,0.69,0,9.91,9.01,5.2,12
6918,закреплять,VERB,11,0,15,0.69,0,7.71,7.21,5.2,14
6945,пресный,ADJECTIVE,10,0,23,0.69,0,2.2,7.21,5.2,5
7194,доживать,VERB,7,0,15,0.69,0,4.41,5.41,5.2,15
7308,несовершенный,ADJECTIVE,50,0,23,0.69,0,18.72,57.66,5.2,1
7656,усыпать,VERB,13,0,15,0.69,0,8.81,9.01,5.2,10
7801,воспитанный,ADJECTIVE,10,0,15,0.69,0,6.61,7.21,5.2,7
7986,альфа,NOUN,8,0,15,0.69,0,5.51,5.41,5.2,2
7995,кулачок,NOUN,7,0,15,0.71,0,5.51,3.6,5.2,9
8048,тушить,VERB,7,0,15,0.69,0,4.41,5.41,5.2,5
8218,заморский,ADJECTIVE,17,0,15,0.76,0,14.32,7.21,5.2,5
8819,выборочный,ADJECTIVE,25,0,15,0.72,0,19.82,12.61,5.2,0
8821,кормиться,VERB,24,0,8,1,0,26.43,0,5.2,4
9033,ночлег,NOUN,8,0,8,1,0,8.81,0,5.2,9
642,зонт,NOUN,105,48,69,0.6,227.49,22.03,54.05,5.1,9
1145,елочка,NOUN,123,21,31,0.68,99.53,68.28,72.07,5.1,14
1257,мобильник,NOUN,23,18,31,0.74,85.31,0,7.21,5.1,28
1729,фокусник,NOUN,35,11,31,0.62,52.13,3.3,37.84,5.1,12
2095,карнавал,NOUN,31,8,31,0.65,37.91,6.61,28.83,5.1,4
2280,колготки,NOUN,14,7,31,0.62,33.18,3.3,7.21,5.1,5
3011,многоэтажный,ADJECTIVE,15,4,31,0.67,18.96,2.2,12.61,5.1,4
3217,рожок,NOUN,27,4,23,0.88,18.96,22.03,5.41,5.1,9
3542,хоровод,NOUN,30,3,31,0.61,14.22,9.91,32.43,5.1,6
4203,диванчик,NOUN,9,2,23,0.66,9.48,4.41,5.41,5.1,7
4999,качели,NOUN,36,1,23,0.68,4.74,17.62,34.23,5.1,12
5160,говорящий,ADJECTIVE,17,1,23,0.68,4.74,11.01,10.81,5.1,4
5356,маятник,NOUN,5,1,23,0.68,4.74,2.2,3.6,5.1,8
5365,вдох,NOUN,5,1,15,0.62,4.74,0,7.21,5.1,4
5579,поужинать,VERB,8,1,31,0.87,4.74,3.3,1.8,5.1,10
5742,согласоваться,VERB,48,1,23,0.68,4.74,24.23,45.05,5.1,0
5896,лотерея,NOUN,5,1,23,0.99,4.74,3.3,0,5.1,3
5984,сочиться,VERB,3,1,15,0.99,4.74,2.2,0,5.1,6
6025,пестренький,ADJECTIVE,2,1,15,0.99,4.74,1.1,0,5.1,7
6176,противиться,VERB,2,1,15,0.99,4.74,1.1,0,5.1,4
6529,задирать,VERB,23,0,23,0.69,0,15.42,14.41,5.1,37
7176,выздоровление,NOUN,7,0,23,0.69,0,1.1,5.41,5.1,3
7382,пригорок,NOUN,28,0,15,0.75,0,23.13,12.61,5.1,11
7490,храпеть,VERB,19,0,15,0.69,0,3.3,28.83,5.1,9
7498,жемчуг,NOUN,19,0,15,0.69,0,14.32,10.81,5.1,5
7588,почистить,VERB,15,0,15,0.69,0,8.81,12.61,5.1,10
7606,оформляться,VERB,15,0,15,0.69,0,9.91,10.81,5.1,2
7696,бездельник,NOUN,12,0,15,0.69,0,7.71,9.01,5.1,9
7849,наезжать,VERB,9,0,15,0.69,0,5.51,7.21,5.1,8
8353,пробег,NOUN,7,0,15,0.69,0,1.1,10.81,5.1,1
8853,красноватый,ADJECTIVE,15,0,8,1,0,16.52,0,5.1,12
8897,алмазный,ADJECTIVE,12,0,8,1,0,13.22,0,5.1,3
8920,бескрайний,ADJECTIVE,11,0,8,1,0,12.11,0,5.1,4
8926,сложение,NOUN,11,0,8,1,0,12.11,0,5.1,2
8965,вырубка,NOUN,10,0,8,1,0,11.01,0,5.1,2
9085,эмблема,NOUN,7,0,15,1,0,6.61,0,5.1,4
1302,морковка,NOUN,102,17,31,0.65,80.57,38.55,90.09,5,12
1482,смородина,NOUN,55,14,46,0.62,66.35,23.13,36.04,5,7
1550,тюльпан,NOUN,52,13,54,0.65,61.61,25.33,27.03,5,5
1553,кисточка,NOUN,41,13,31,0.64,61.61,17.62,21.62,5,11
1857,парной,ADJECTIVE,157,10,31,0.76,47.39,122.25,64.86,5,5
1954,тыква,NOUN,44,9,31,0.64,42.65,14.32,39.64,5,10
1968,рябина,NOUN,116,9,38,0.75,42.65,90.31,45.05,5,7
2115,продуктовый,ADJECTIVE,13,8,38,0.8,37.91,1.1,3.6,5,3
2323,фанат,NOUN,9,7,23,0.89,33.18,0,0,5,2
2326,ботанический,ADJECTIVE,11,7,23,0.98,33.18,3.3,0,5,4
2515,свисток,NOUN,17,6,23,0.78,28.44,8.81,5.41,5,16
2528,кораблик,NOUN,59,6,38,0.83,28.44,51.76,10.81,5,19
2736,хоккейный,ADJECTIVE,19,5,38,0.65,23.7,8.81,9.01,5,3
2739,переписываться,VERB,17,5,38,0.67,23.7,2.2,12.61,5,6
3185,гном,NOUN,34,4,23,0.87,18.96,28.63,7.21,5,32
3452,ветчина,NOUN,7,3,31,0.62,14.22,0,5.41,5,4
3515,кисель,NOUN,38,3,31,0.69,14.22,28.63,16.22,5,9
3709,универмаг,NOUN,7,3,46,0.76,14.22,1.1,1.8,5,5
3883,квас,NOUN,20,2,38,0.64,9.48,8.81,10.81,5,9
4081,загораться,VERB,26,2,23,0.69,9.48,17.62,14.41,5,38
4187,жилет,NOUN,11,2,23,0.62,9.48,5.51,7.21,5,6
4245,грустить,VERB,67,2,23,0.69,9.48,49.56,36.04,5,8
4252,поспевать,VERB,52,2,31,0.75,9.48,41.85,21.62,5,20
4292,шутливый,ADJECTIVE,26,2,31,0.73,9.48,16.52,12.61,5,5
4433,зной,NOUN,32,2,23,0.87,9.48,28.63,7.21,5,8
4880,овладевать,VERB,19,1,31,0.68,4.74,9.91,10.81,5,19
4986,творог,NOUN,43,1,31,0.67,4.74,24.23,34.23,5,5
5367,выдох,NOUN,5,1,15,0.62,4.74,0,7.21,5,3
5383,сердечно,ADVERB,3,1,15,0.67,4.74,0,3.6,5,3
5541,частушка,NOUN,12,1,23,0.68,4.74,5.51,10.81,5,3
5616,трость,NOUN,4,1,15,0.75,4.74,3.3,0,5,7
5828,шептаться,VERB,8,1,15,0.99,4.74,7.71,0,5,15
5998,переступать,VERB,2,1,15,0.99,4.74,1.1,0,5,25
6406,привязывать,VERB,35,0,23,0.69,0,20.93,27.03,5,59
6480,ароматный,ADJECTIVE,27,0,23,0.69,0,15.42,19.82,5,6
6481,притаиться,VERB,27,0,15,0.69,0,18.72,18.02,5,18
6621,выключать,VERB,18,0,23,0.72,0,9.91,9.01,5,38
7084,заволноваться,VERB,8,0,23,0.69,0,2.2,7.21,5,20
7473,капюшон,NOUN,20,0,15,0.75,0,16.52,9.01,5,13
7543,галька,NOUN,16,0,15,0.81,0,14.32,5.41,5,19
7859,коровий,ADJECTIVE,9,0,15,0.69,0,6.61,5.41,5,7
8110,кустик,NOUN,35,0,15,0.83,0,31.94,10.81,5,16
8142,именитый,ADJECTIVE,26,0,8,0.69,0,0,46.85,5,1
8448,лицей,NOUN,19,0,15,1,0,7.71,0,5,8
8732,вдогонку,ADVERB,6,0,8,1,0,6.61,0,5,13
8869,дичь,NOUN,14,0,8,1,0,15.42,0,5,7
9099,древо,NOUN,7,0,15,1,0,6.61,0,5,1
805,санки,NOUN,96,35,77,0.59,165.88,30.84,50.45,4.9,12
839,зарядка,NOUN,106,33,54,0.6,156.4,28.63,72.07,4.9,11
1043,снежок,NOUN,163,24,62,0.74,113.74,112.33,64.86,4.9,21
1304,йод,NOUN,57,17,46,0.65,80.57,13.22,46.85,4.9,8
1719,почтальон,NOUN,65,11,46,0.64,52.13,28.63,39.64,4.9,13
2304,мушка,NOUN,26,7,23,0.68,33.18,9.91,18.02,4.9,6
2465,ванный,ADJECTIVE,19,6,31,0.62,28.44,0,19.82,4.9,9
2717,разбиваться,VERB,33,5,38,0.67,23.7,14.32,25.23,4.9,29
2944,сестренка,NOUN,58,4,38,0.66,18.96,37.44,36.04,4.9,30
2998,сфотографировать,VERB,20,4,31,0.65,18.96,1.1,18.02,4.9,10
3367,надоедать,VERB,46,3,38,0.67,14.22,23.13,36.04,4.9,77
3446,дешево,ADVERB,12,3,46,0.59,14.22,2.2,7.21,4.9,8
3569,взбираться,VERB,22,3,31,0.73,14.22,15.42,9.01,4.9,36
3730,сыночек,NOUN,25,3,38,0.86,14.22,19.82,5.41,4.9,8
3751,копченый,ADJECTIVE,5,3,31,0.92,14.22,1.1,0,4.9,5
3827,подбегать,VERB,77,2,31,0.68,9.48,34.14,68.47,4.9,79
3900,переодеваться,VERB,13,2,38,0.61,9.48,1.1,14.41,4.9,31
4144,ленточка,NOUN,17,2,23,0.65,9.48,7.71,14.41,4.9,14
4346,закладка,NOUN,13,2,23,0.68,9.48,6.61,9.01,4.9,3
4450,пшеничный,ADJECTIVE,18,2,23,0.82,9.48,14.32,5.41,4.9,5
4633,усвоение,NOUN,8,2,15,0.65,9.48,0,10.81,4.9,0
4661,подушечка,NOUN,5,2,15,0.97,9.48,3.3,0,4.9,5
4843,позавтракать,VERB,28,1,31,0.68,4.74,9.91,19.82,4.9,14
4961,рассказываться,VERB,58,1,31,0.69,4.74,37.44,39.64,4.9,4
5157,булавка,NOUN,17,1,23,0.7,4.74,12.11,9.01,4.9,9
5182,помириться,VERB,15,1,31,0.72,4.74,8.81,7.21,4.9,15
5183,примчаться,VERB,15,1,23,0.73,4.74,11.01,7.21,4.9,14
5208,ломтик,NOUN,14,1,23,0.68,4.74,8.81,9.01,4.9,5
5226,завязывать,VERB,12,1,23,0.68,4.74,4.41,12.61,4.9,21
5249,мило,ADVERB,11,1,31,0.68,4.74,4.41,9.01,4.9,5
5793,тушь,NOUN,12,1,23,0.99,4.74,11.01,0,4.9,9
6390,переделывать,VERB,38,0,15,0.69,0,25.33,27.03,4.9,12
6490,дощечка,NOUN,26,0,15,0.69,0,16.52,19.82,4.9,12
6746,брызнуть,VERB,15,0,15,0.69,0,8.81,12.61,4.9,12
7086,голландец,NOUN,8,0,15,0.69,0,0,7.21,4.9,3
7333,дождевой,ADJECTIVE,38,0,15,0.71,0,29.74,19.82,4.9,9
7410,деревце,NOUN,25,0,15,0.69,0,15.42,19.82,4.9,9
7589,раскопка,NOUN,15,0,15,0.69,0,8.81,12.61,4.9,10
7782,жаться,VERB,10,0,15,0.7,0,7.71,5.41,4.9,9
8235,точить,VERB,15,0,23,0.87,0,13.22,3.6,4.9,7
8240,липовый,ADJECTIVE,15,0,15,0.8,0,13.22,5.41,4.9,5
8311,галоша,NOUN,9,0,15,0.78,0,7.71,3.6,4.9,7
8314,доблесть,NOUN,9,0,15,0.78,0,7.71,3.6,4.9,3
8707,сие,SPRO,6,0,8,1,0,6.61,0,4.9,25
8781,дачник,NOUN,4,0,15,1,0,3.3,0,4.9,9
8800,самооценка,NOUN,115,0,8,0.69,0,0,207.21,4.9,0
9154,абажур,NOUN,6,0,8,1,0,6.61,0,4.9,8
530,баскетбол,NOUN,72,59,62,0.73,279.62,2.2,18.02,4.8,2
1141,шайба,NOUN,44,21,54,0.56,99.53,8.81,25.23,4.8,6
1338,рис,NOUN,73,16,69,0.67,75.83,22.03,34.23,4.8,7
1522,четырнадцатый,ADJECTIVE,22,13,38,0.5,61.61,0,14.41,4.8,8
1563,булка,NOUN,59,13,31,0.69,61.61,31.94,30.63,4.8,16
1962,персик,NOUN,22,9,46,0.7,42.65,4.41,7.21,4.8,5
1983,гвоздика,NOUN,44,9,31,0.82,42.65,30.84,12.61,4.8,5
1984,хоккеист,NOUN,22,9,46,0.8,42.65,12.11,3.6,4.8,2
2083,кузнечик,NOUN,66,8,38,0.65,37.91,40.75,37.84,4.8,24
2125,эстафета,NOUN,16,8,31,0.94,37.91,1.1,0,4.8,3
2693,кукольный,ADJECTIVE,61,5,38,0.65,23.7,19.82,63.06,4.8,8
2735,вратарь,NOUN,20,5,46,0.6,23.7,5.51,16.22,4.8,9
3000,компас,NOUN,20,4,23,0.65,18.96,8.81,14.41,4.8,20
3200,щекотать,VERB,18,4,31,0.81,18.96,12.11,5.41,4.8,12
3234,клавиатура,NOUN,7,4,15,0.98,18.96,0,0,4.8,6
3383,хобби,NOUN,41,3,31,0.62,14.22,0,48.65,4.8,2
3607,приучать,VERB,15,3,31,0.68,14.22,8.81,7.21,4.8,11
3654,расцветать,VERB,75,3,31,0.81,14.22,61.67,25.23,4.8,11
4351,сапожник,NOUN,12,2,23,0.68,9.48,4.41,10.81,4.8,7
4692,впитывать,VERB,3,2,15,0.96,9.48,1.1,0,4.8,5
5163,пускаться,VERB,16,1,23,0.74,4.74,12.11,7.21,4.8,24
5199,лапша,NOUN,14,1,31,0.68,4.74,6.61,9.01,4.8,7
5241,подслушивать,VERB,11,1,23,0.68,4.74,6.61,7.21,4.8,30
5306,дырявый,ADJECTIVE,8,1,23,0.68,4.74,4.41,5.41,4.8,10
5857,ржать,VERB,7,1,15,0.99,4.74,6.61,0,4.8,8
5901,осыпать,VERB,5,1,15,0.99,4.74,4.41,0,4.8,7
5939,неуклюже,ADVERB,4,1,15,0.99,4.74,3.3,0,4.8,9
5977,хромать,VERB,3,1,15,0.99,4.74,2.2,0,4.8,8
5992,неравный,ADJECTIVE,3,1,15,0.98,4.74,2.2,0,4.8,4
6080,средь,PREPOSITION,10,1,15,0.99,4.74,9.91,0,4.8,3
6109,хрусталь,NOUN,6,1,15,0.99,4.74,5.51,0,4.8,4
6488,монетка,NOUN,26,0,15,0.69,0,5.51,37.84,4.8,15
7099,заводиться,VERB,8,0,23,0.69,0,4.41,5.41,4.8,18
7126,высматривать,VERB,8,0,15,0.69,0,4.41,7.21,4.8,14
7506,покормить,VERB,18,0,15,0.78,0,15.42,7.21,4.8,12
7566,мести,VERB,16,0,15,0.69,0,12.11,9.01,4.8,3
7689,сохнуть,VERB,12,0,15,0.75,0,9.91,5.41,4.8,7
7694,отгонять,VERB,12,0,15,0.69,0,5.51,12.61,4.8,9
7785,кабы,CONJUNCTION,10,0,15,0.69,0,2.2,14.41,4.8,9
7802,медуза,NOUN,10,0,15,0.69,0,5.51,9.01,4.8,6
8541,приглядываться,VERB,10,0,8,1,0,11.01,0,4.8,28
8655,избавляться,VERB,7,0,8,1,0,7.71,0,4.8,26
8796,запыхаться,VERB,2,0,15,1,0,1.1,0,4.8,20
8865,запивать,VERB,14,0,8,1,0,15.42,0,4.8,9
8866,ковш,NOUN,14,0,8,1,0,15.42,0,4.8,9
8898,мысленный,ADJECTIVE,12,0,8,1,0,13.22,0,4.8,3
8899,апрельский,ADJECTIVE,12,0,8,1,0,13.22,0,4.8,3
8913,обливаться,VERB,11,0,8,1,0,12.11,0,4.8,7
9076,голубоватый,ADJECTIVE,7,0,8,1,0,7.71,0,4.8,12
848,булочка,NOUN,73,33,46,0.7,156.4,7.71,30.63,4.7,10
1958,сушка,NOUN,34,9,46,0.6,42.65,8.81,30.63,4.7,4
2314,рожь,NOUN,154,7,23,0.82,33.18,132.16,48.65,4.7,7
2479,чаща,NOUN,112,6,23,0.8,28.44,93.61,37.84,4.7,20
3019,пижама,NOUN,13,4,31,0.6,18.96,1.1,14.41,4.7,8
3545,зашуметь,VERB,29,3,31,0.75,14.22,19.82,12.61,4.7,17
3792,вокальный,ADJECTIVE,4,3,15,0.93,14.22,0,0,4.7,1
4056,лесенка,NOUN,31,2,23,0.65,9.48,5.51,43.24,4.7,15
4084,путник,NOUN,26,2,23,0.69,9.48,16.52,16.22,4.7,15
4393,фараон,NOUN,5,2,15,0.65,9.48,0,5.41,4.7,4
4458,баян,NOUN,15,2,23,0.85,9.48,12.11,3.6,4.7,7
4615,шкурка,NOUN,15,2,15,0.99,9.48,14.32,0,4.7,10
5019,шустрый,ADJECTIVE,32,1,31,0.68,4.74,20.93,19.82,4.7,10
5068,трепать,VERB,24,1,23,0.68,4.74,5.51,32.43,4.7,10
5098,яичница,NOUN,21,1,31,0.71,4.74,9.91,10.81,4.7,12
5234,оконце,NOUN,12,1,23,0.68,4.74,7.71,7.21,4.7,8
5267,коробок,NOUN,10,1,23,0.69,4.74,6.61,5.41,4.7,10
5518,именинник,NOUN,15,1,23,0.69,4.74,1.1,23.42,4.7,4
5985,неутомимый,ADJECTIVE,3,1,15,0.99,4.74,2.2,0,4.7,6
7148,зажимать,VERB,7,0,15,0.69,0,4.41,5.41,4.7,44
7203,расплакаться,VERB,7,0,15,0.69,0,3.3,7.21,4.7,11
7377,мять,VERB,30,0,15,0.69,0,16.52,27.03,4.7,8
7556,микроб,NOUN,16,0,15,0.69,0,3.3,23.42,4.7,7
7650,фарфор,NOUN,13,0,23,0.7,0,1.1,19.82,4.7,3
7688,пуще,ADVERB,12,0,15,0.75,0,9.91,5.41,4.7,8
7823,поручать,VERB,9,0,15,0.78,0,7.71,3.6,4.7,32
7834,ловкость,NOUN,9,0,15,0.78,0,7.71,3.6,4.7,9
7998,брызгать,VERB,7,0,15,0.71,0,5.51,3.6,4.7,7
8015,отогнать,VERB,7,0,15,0.69,0,3.3,7.21,4.7,10
8185,стучаться,VERB,21,0,15,0.76,0,17.62,9.01,4.7,5
8723,клон,NOUN,6,0,15,1,0,4.41,0,4.7,2
9254,образно,ADVERB,8,0,8,1,0,8.81,0,4.7,1
1044,птенец,NOUN,156,24,38,0.64,113.74,90.31,90.09,4.6,12
2145,бутон,NOUN,16,8,15,0.99,37.91,8.81,0,4.6,3
2278,смотр,NOUN,17,7,23,0.62,33.18,2.2,14.41,4.6,3
2315,листик,NOUN,77,7,23,0.85,33.18,64.98,19.82,4.6,12
2428,кукушка,NOUN,73,6,23,0.67,28.44,48.46,41.44,4.6,10
2546,обозначаться,VERB,209,6,23,0.91,28.44,204.85,30.63,4.6,6
2558,гид,NOUN,8,6,15,0.96,28.44,0,0,4.6,2
3140,каштан,NOUN,13,4,23,0.66,18.96,1.1,14.41,4.6,11
3266,матрац,NOUN,6,4,15,0.98,18.96,2.2,0,4.6,8
3366,заговаривать,VERB,46,3,31,0.69,14.22,23.13,30.63,4.6,124
4221,несерьезный,ADJECTIVE,6,2,31,0.62,9.48,1.1,3.6,4.6,5
4263,шест,NOUN,41,2,23,0.7,9.48,29.74,21.62,4.6,13
5237,удерживаться,VERB,11,1,31,0.81,4.74,6.61,3.6,4.6,54
5288,куплет,NOUN,9,1,23,0.68,4.74,2.2,10.81,4.6,4
5325,растягивать,VERB,7,1,23,0.68,4.74,2.2,7.21,4.6,15
5341,повеселеть,VERB,6,1,23,0.68,4.74,2.2,5.41,4.6,17
5508,укроп,NOUN,16,1,23,0.69,4.74,12.11,7.21,4.6,4
6638,зашипеть,VERB,18,0,15,0.69,0,8.81,18.02,4.6,19
6874,домовой,NOUN,12,0,15,0.69,0,6.61,10.81,4.6,11
6904,воспитательница,NOUN,11,0,23,0.69,0,3.3,12.61,4.6,14
7317,кактус,NOUN,45,0,15,0.69,0,7.71,68.47,4.6,9
7404,свистнуть,VERB,25,0,15,0.76,0,20.93,10.81,4.6,22
8431,пахучий,ADJECTIVE,22,0,15,0.91,0,22.03,3.6,4.6,8
8463,росток,NOUN,16,0,15,0.88,0,15.42,3.6,4.6,5
8522,заскрипеть,VERB,11,0,8,1,0,12.11,0,4.6,15
8966,семерка,NOUN,10,0,8,1,0,11.01,0,4.6,2
9165,надобно,ADVERB,6,0,8,1,0,6.61,0,4.6,6
1039,клубника,NOUN,48,24,62,0.49,113.74,7.71,30.63,4.5,7
2225,гольф,NOUN,13,7,38,0.56,33.18,0,7.21,4.5,3
2796,тара,NOUN,10,5,31,0.67,23.7,2.2,5.41,4.5,3
3193,колыбель,NOUN,22,4,23,0.68,18.96,11.01,14.41,4.5,2
3213,иней,NOUN,93,4,23,0.89,18.96,88.11,16.22,4.5,8
3635,старое,NOUN,6,3,31,0.64,14.22,1.1,3.6,4.5,5
3786,бакинский,ADJECTIVE,4,3,15,0.99,14.22,0,0,4.5,1
4315,смешить,VERB,18,2,23,0.74,9.48,13.22,7.21,4.5,5
4352,улов,NOUN,12,2,23,0.68,9.48,6.61,7.21,4.5,6
4408,зеленеть,VERB,106,2,31,0.82,9.48,93.61,32.43,4.5,9
4576,отсылать,VERB,4,2,15,0.96,9.48,2.2,0,4.5,7
5264,замолкать,VERB,10,1,23,0.69,4.74,6.61,5.41,4.5,17
5390,одуванчик,NOUN,100,1,23,0.82,4.74,90.31,30.63,4.5,16
5544,вскрикивать,VERB,11,1,31,0.81,4.74,7.71,3.6,4.5,46
5692,поутру,ADVERB,14,1,23,0.85,4.74,12.11,3.6,4.5,3
5853,спаться,VERB,7,1,15,0.99,4.74,6.61,0,4.5,10
5986,умник,NOUN,3,1,15,0.99,4.74,2.2,0,4.5,6
6616,плюшевый,ADJECTIVE,19,0,23,0.69,0,11.01,14.41,4.5,7
6639,ускорять,VERB,18,0,15,0.69,0,1.1,30.63,4.5,14
6741,бабуля,NOUN,15,0,15,0.69,0,6.61,16.22,4.5,18
7121,неинтересно,ADVERB,8,0,23,0.68,0,1.1,10.81,4.5,12
7429,деревушка,NOUN,23,0,15,0.7,0,17.62,12.61,4.5,5
7557,лизать,VERB,16,0,15,0.69,0,5.51,19.82,4.5,8
7633,портной,NOUN,14,0,15,0.69,0,7.71,12.61,4.5,5
7662,царапать,VERB,13,0,15,0.69,0,8.81,9.01,4.5,9
8040,стрелец,NOUN,7,0,15,0.69,0,1.1,10.81,4.5,4
8173,безделье,NOUN,22,0,15,0.77,0,18.72,9.01,4.5,5
8909,разъезд,NOUN,11,0,8,1,0,12.11,0,4.5,8
9050,чутко,ADVERB,8,0,8,1,0,8.81,0,4.5,5
9093,клякса,NOUN,7,0,8,1,0,7.71,0,4.5,9
9248,лелеять,VERB,11,0,8,1,0,12.11,0,4.5,1
1105,футболка,NOUN,33,22,69,0.61,104.27,1.1,14.41,4.4,18
1107,скороговорка,NOUN,301,22,46,0.68,104.27,146.48,263.06,4.4,11
1110,ракушка,NOUN,38,22,38,0.72,104.27,8.81,14.41,4.4,11
1520,покататься,VERB,37,13,54,0.61,61.61,5.51,23.42,4.4,12
1985,каспийский,ADJECTIVE,17,9,31,0.81,42.65,5.51,5.41,4.4,3
2220,стюардесса,NOUN,26,7,31,0.69,33.18,0,12.61,4.4,3
2222,эскалатор,NOUN,24,7,38,0.62,33.18,8.81,12.61,4.4,5
2382,червяк,NOUN,42,6,38,0.56,28.44,22.03,28.83,4.4,13
2570,паром,NOUN,7,6,15,0.98,28.44,1.1,0,4.4,2
2738,гиря,NOUN,18,5,38,0.62,23.7,5.51,14.41,4.4,8
2972,любимая,NOUN,32,4,38,0.61,18.96,12.11,25.23,4.4,3
3102,яблочный,ADJECTIVE,25,4,46,0.79,18.96,16.52,5.41,4.4,5
3679,жаба,NOUN,28,3,23,0.78,14.22,20.93,10.81,4.4,8
3892,подсчитывать,VERB,16,2,31,0.62,9.48,7.71,10.81,4.4,14
4145,баловаться,VERB,17,2,23,0.65,9.48,9.91,10.81,4.4,8
4229,американка,NOUN,3,2,23,0.6,9.48,0,0,4.4,2
4262,грибной,ADJECTIVE,41,2,31,0.76,9.48,33.04,16.22,4.4,6
4672,справлять,VERB,4,2,15,0.96,9.48,2.2,0,4.4,4
4704,парковка,NOUN,2,2,15,0.91,9.48,0,0,4.4,1
5095,сорняк,NOUN,22,1,23,0.68,4.74,11.01,19.82,4.4,6
5187,запрыгать,VERB,15,1,23,0.68,4.74,9.91,9.01,4.4,19
5570,развеваться,VERB,9,1,23,0.77,4.74,6.61,3.6,4.4,10
5657,зваться,VERB,23,1,23,0.85,4.74,20.93,5.41,4.4,4
5885,умолкать,VERB,5,1,15,0.99,4.74,4.41,0,4.4,35
5886,всемирно,ADVERB,5,1,23,0.99,4.74,1.1,0,4.4,1
5924,охнуть,VERB,4,1,15,0.99,4.74,3.3,0,4.4,17
6704,потушить,VERB,16,0,23,0.69,0,8.81,12.61,4.4,8
6763,набивать,VERB,14,0,15,0.69,0,9.91,9.01,4.4,45
6792,отливать,VERB,14,0,15,0.69,0,9.91,9.01,4.4,11
7117,зареветь,VERB,8,0,15,0.69,0,5.51,5.41,4.4,17
7197,перекладина,NOUN,7,0,15,0.69,0,1.1,10.81,4.4,11
7228,браво,INTERJECTION,6,0,15,0.69,0,0,5.41,4.4,6
7318,царевич,NOUN,44,0,15,0.69,0,22.03,43.24,4.4,8
7586,бредить,VERB,15,0,8,0.69,0,0,27.03,4.4,6
7601,родословная,NOUN,15,0,15,0.69,0,5.51,18.02,4.4,2
8169,изумрудный,ADJECTIVE,22,0,15,0.82,0,19.82,7.21,4.4,17
8876,лютик,NOUN,14,0,8,1,0,15.42,0,4.4,3
8893,серп,NOUN,12,0,8,1,0,13.22,0,4.4,5
9113,придорожный,ADJECTIVE,7,0,8,1,0,7.71,0,4.4,5
9143,пермяк,NOUN,7,0,15,0.69,0,2.2,9.01,4.4,0
